Episode,Counter,Time,Text
1,201,00:14:00,mugwort: edible.
1,202,00:14:02,monkshood.
1,203,00:14:03,"who is there to kill, you moron?"
1,204,00:14:08,yum!
1,205,00:14:09,how did you season this?
1,206,00:14:11,it's just salt that i pulled from seawater.
1,207,00:14:13,humans can enjoy just about anything with a pinch of salt.
1,208,00:14:16,"it's important for pickling, too."
1,209,00:14:19,you could say it's primitive man's greatest discovery.
1,210,00:14:22,"thanks, senku, for everything!"
1,211,00:14:25,i'm going to make up for the thinking i can't do
1,212,00:14:27,with brute force and diligence!
1,213,00:14:32,time to scavenge the other side!
1,214,00:14:35,"hey, they're wild."
1,215,00:14:37,are these edible?
1,216,00:14:40,thinking won't help.
1,217,00:14:41,eating some will!
1,218,00:14:50,i've seen him on tv before.
1,219,00:14:52,"he's the ""strongest primate high-schooler,"""
1,220,00:14:55,shishio tsukasa.
1,221,00:14:58,"it happened to him, too?"
1,222,00:15:08,look!
1,223,00:15:11,someone besides me and senku has survived!
1,224,00:15:15,who left this here?!
1,225,00:15:16,"i did, idiot."
1,226,00:15:18,it was you?!
1,227,00:15:21,are we the only humans left in the world?
1,228,00:15:25,we'll get more humans.
1,229,00:15:27,that's a top priority.
1,230,00:15:29,what future does humanity have with just us two dudes trudging on?
1,231,00:15:34,that's true.
1,232,00:15:35,"besides, why exactly were we freed from our petrification after 3,700 years?"
1,233,00:15:41,the rock rotted?
1,234,00:15:43,yeah.
1,235,00:15:44,"supposing this weird mineral was corroded,"
1,236,00:15:48,isn't it suspicious that the two of us got out at almost the same time?
1,237,00:15:51,"only six months apart after 3,700 years."
1,238,00:15:54,there's a logical explanation behind every coincidence.
1,239,00:15:58,you and i both washed up near this cave.
1,240,00:16:03,look at that stuff dripping from up there.
1,241,00:16:07,it's the miracle liquid made from bat guano...
1,242,00:16:11,nitric acid.
1,243,00:16:12,what?! nitric acid?!
1,244,00:16:14,what's that?!
1,245,00:16:16,"i knew you'd say that, you big oaf."
1,246,00:16:18,i'm not gonna waste time even explaining the gist of it.
1,247,00:16:22,so you're saying this something-or-other acid corrodes the stone and revives them?
1,248,00:16:27,if only it were so simple.
1,249,00:16:38,"i've been trying like a madman,"
1,250,00:16:40,using every method available to me.
1,251,00:16:45,so many times... so many dozens of times...
1,252,00:16:48,this is all in the realm of fantasy.
1,253,00:16:51,is it mineral? is it cellular?
1,254,00:16:54,i don't even have the equipment to find out anymore.
1,255,00:16:57,so there are things in this world that even science can't explain?
1,256,00:17:03,here we go again with that tired cliché.
1,257,00:17:06,that's why you hypothesize and experiment over and over.
1,258,00:17:10,science is a slow process.
1,259,00:17:12,"if only i had liquor, though..."
1,260,00:17:16,"with the alcohol in liquor,"
1,261,00:17:16,{\an8}ethanol
1,262,00:17:16,{\an8}nitric acid
1,263,00:17:18,i could combine the nitric acid and ethanol to make nital.
1,264,00:17:22,it's literally an industrial-strength etching agent.
1,265,00:17:25,"what did you just say, senku?"
1,266,00:17:27,huh? i said nital.
1,267,00:17:29,it gets into the ferrite grain boundary and—
1,268,00:17:31,not that! i don't understand the brainy stuff.
1,269,00:17:34,"but ""if only i had liquor""?"
1,270,00:17:37,couldn't we make wine out of grapes?
1,271,00:17:43,"not bad, you big oaf!"
1,272,00:17:46,{\an8}laboratory
1,273,00:17:55,"okay, you can do all the grunt work from now on."
1,274,00:17:58,that makes more sense.
1,275,00:18:03,{\an8}laboratory
1,276,00:18:03,making wine couldn't be easier.
1,277,00:18:05,"crush grapes and raisins and stuff, put it in a container,"
1,278,00:18:09,and just mix it every day until it's done.
1,279,00:18:13,though it would have been a crime
1,280,00:18:15,to make liquor without a license back in our day.
1,281,00:18:20,three weeks...
1,282,00:18:21,that should do it.
1,283,00:18:23,"you know, senku, this would count as underage drinking, though."
1,284,00:18:28,not a problem.
1,285,00:18:29,"we're well over 3,700 years old."
1,286,00:18:32,"oh, you're right!"
1,287,00:18:41,it's better than i thought it'd be.
1,288,00:18:43,though it's about ten billion times worse than what's on the market.
1,289,00:18:46,i never knew it was so easy to make with just grapes.
1,290,00:18:49,one step at a time.
1,291,00:18:52,"things are about to get a little more tedious, though."
1,292,00:18:56,"distilling wine for dummies,"
1,293,00:18:58,starting with brandy.
1,294,00:19:00,"distilling, huh?"
1,295,00:19:02,no idea what that means!
1,296,00:19:03,i knew you'd say that.
1,297,00:19:05,"heat it, cool it, drip it."
1,298,00:19:08,that concentrates the alcohol.
1,299,00:19:10,don't worry. people in the mesopotamian civilization
1,300,00:19:13,were doing it in 3000 b.c. using clay pots.
1,301,00:19:17,there's nothing you can't do if you try.
1,302,00:19:19,this is exhilarating.
1,303,00:21:09,"let me teach you, big oaf..."
1,304,00:21:12,it's not that there are things that science can't explain.
1,305,00:21:19,you look for the rules behind those things.
1,306,00:21:22,"science is just the name for the steady,"
1,307,00:21:25,pain-in-the-ass effort that goes into doing it.
1,308,00:21:58,one year since i started experimenting...
1,309,00:22:01,it didn't take as long as i thought.
1,310,00:22:06,it's a slow but steady effort.
1,311,00:22:09,i'm going to beat fantasy with science.
1,312,00:22:16,this is exhilarating.
1,313,00:24:01,"this is a work of fiction, but the plants,animals, and production methods described are based on reality.foraging and making things on your own accord is extremely dangerousand, in some cases, illegal. please do not imitate without expertise."
1,314,00:24:58,{\an8}next episode
2,1,00:00:07,yuzuriha!
2,2,00:00:08,sorry to keep you waiting.
2,3,00:00:11,"so, what's up, taiju-kun?"
2,4,00:00:13,what did you want to tell me?
2,5,00:00:17,"i was afraid that by telling her how i feel, she wouldn't even be my friend anymore."
2,6,00:00:22,"hear me out, yuzuriha."
2,7,00:00:25,but today's the day.
2,8,00:00:27,"for the past five years, i've..."
2,9,00:00:34,what's that light?
2,10,00:00:38,"that day, everyone in the world turned to stone."
2,11,00:00:50,"so you're finally awake, you big oaf."
2,12,00:00:56,"today is october 5th, 5738."
2,13,00:01:00,"it's been a good 3,700 years."
2,14,00:01:04,how can you tell exactly what day it is?
2,15,00:01:08,i just counted.
2,16,00:01:10,how else would i know?
2,17,00:01:12,humanity spent two million years getting from the stone age to the modern age.
2,18,00:01:17,we're going to sprint all the way back to the top.
2,19,00:01:20,i'm going to take the world back.
2,20,00:01:23,and i'll figure out the science behind the petrification and our revival.
2,21,00:01:27,i'm going to save yuzuriha.
2,22,00:01:36,i'm going to beat fantasy with science.
2,23,00:01:41,this is exhilarating.
2,24,00:01:44,"so, senku, who are we reviving first?"
2,25,00:01:49,we're going to wake up everyone eventually.
2,26,00:01:51,what does it matter who we start with?
2,27,00:01:56,although it would suck if we woke up a murderer right off the bat.
2,28,00:02:01,i see.
2,29,00:02:05,i don't feel like choosing who we wake up.
2,30,00:02:10,"taiju, it's your choice."
2,31,00:02:15,"thanks, senku."
2,32,00:02:17,my answer is obvious.
2,33,00:03:57,the time has finally come.
2,34,00:04:02,"that water's going to undo the petrification and revive her, right?"
2,35,00:04:06,"yeah, it should."
2,36,00:04:09,"i tried it on a piece of a shattered statue, and it turned back into a corpse."
2,37,00:04:14,you're so disrespectful!
2,38,00:04:16,"i did try putting all the pieces back together first,"
2,39,00:04:20,but it looks like you can't save someone once they're dead.
2,40,00:04:24,they made a noble sacrifice.
2,41,00:04:25,send up a prayer or something.
2,42,00:04:27,right!
2,43,00:04:28,"rest in peace, rest in peace...rest in peace, rest in peace..."
2,44,00:04:33,"sorry i kept you waiting for 3,700 years, yuzuriha."
2,45,00:04:38,i'm going to bring you back to life now.
2,46,00:04:44,"wait, senku! yuzuriha's naked!"
2,47,00:04:51,we can't!
2,48,00:04:52,we can't revive her like this!
2,49,00:04:54,here we go again with your illogical nonsense...
2,50,00:04:58,we're in a stone world. it's kind of an emergency.
2,51,00:05:00,no one's going to care if your butt's showing
2,52,00:05:04,or if your dick's hanging out.
2,53,00:05:06,yuzuriha doesn't have a dick!
2,54,00:05:08,that's not my point!
2,55,00:05:10,we have to take her back to camp and put clothes on her first.
2,56,00:05:14,"how heavy is that statue, anyway?"
2,57,00:05:16,yuzuriha isn't fat!
2,58,00:05:19,that's not my point.
2,59,00:05:21,"i mean, wouldn't it be ten billion times quicker to wake her up and have her walk?"
2,60,00:05:28,how illogical can you—
2,61,00:05:34,"wait, big oaf!"
2,62,00:05:47,why is there a lion in japan?!
2,63,00:05:49,why do you think?
2,64,00:05:50,"it's from a zoo, obviously!"
2,65,00:05:53,the staff must've been petrified while the door was open or something!
2,66,00:05:56,"if they get out when no humans are around, every herbivore in the zoo is on the menu."
2,67,00:06:00,"and if they go out into the city, it's a pet buffet!"
2,68,00:06:03,so now they're literally the king of beasts!
2,69,00:06:07,"in this stone world, the humans aren't at the top of the food chain anymore!"
2,70,00:06:28,"why aren't they attacking us, though?"
2,71,00:06:33,they've never seen bipedals before.we must look creepy as hell to them.
2,72,00:06:39,we're the only humans in the world.
2,73,00:06:42,"they're alarmed, too."
2,74,00:06:44,but it's only a matter of time now.
2,75,00:06:46,"even if we get super lucky and make it all the way back to camp,"
2,76,00:06:50,the best we can do is fight them with spears.
2,77,00:06:52,this game was practically over before it even started!
2,78,00:07:05,"i can't let you die, senku!"
2,79,00:07:08,"you're humanity's last bastion, the only one with scientific knowledge."
2,80,00:07:11,"if it comes down to it, i'll be your shield!"
2,81,00:07:13,no!
2,82,00:07:16,think it over logically!
2,83,00:07:19,"i'm the brains, and you're the brawn."
2,84,00:07:22,we can't lose either one!
2,85,00:07:25,"if we're going to run, we need to run together!"
2,86,00:07:31,"all right, got it!"
2,87,00:07:35,"you've never even hit anyone, ever since you were little."
2,88,00:07:41,"your strong suit is fitness, not fighting."
2,89,00:07:46,"senku, if we can't outrun them, we have one last option..."
2,90,00:07:52,i found him earlier...
2,91,00:07:55,"the strongest primate high-schooler, shishio tsukasa."
2,92,00:08:02,"sorry, yuzuriha."
2,93,00:08:04,we need someone who can fight right now.
2,94,00:08:08,"if we do defeat the lions, i promise we'll—"
2,95,00:08:12,shut up already. let's just pour it on him.
2,96,00:08:23,no! we're surrounded!
2,97,00:08:26,they're coming!
2,98,00:08:39,sorry!
2,99,00:08:40,i'm sure you have no idea what's going on after being stuck for thousands of years...
2,100,00:08:45,what's the situation?
2,101,00:08:50,your whole body is covered in stone.
2,102,00:08:52,lions from your nine o'clock to two o'clock.
2,103,00:08:55,okay.
2,104,00:09:33,you can fill me in on the details of the situation later.
2,105,00:09:40,but i'll promise you one thing: you two will never be in danger again.
2,106,00:09:49,"from now on, i'll do the fighting."
2,107,00:09:56,"this is great, senku!"
2,108,00:09:58,"humanity now has brains,brawn, and brute force!"
2,109,00:10:01,the three musketeers are all here!
2,110,00:10:04,"i get that, but this shishio guy is way too strong."
2,111,00:10:10,is that a bad thing?
2,112,00:10:12,isn't it good to have someone like him around?
2,113,00:10:15,what if he turns out to be an evil bureaucrat with insatiable greed?
2,114,00:10:20,he's overpowered enough to beat down a lion with his bare hands.
2,115,00:10:23,"in a world without guns, he's ten billion percent unstoppable."
2,116,00:10:29,eek!
2,117,00:10:30,"come hither, yuzuriha."
2,118,00:10:33,no way!
2,119,00:10:35,we can't let that happen!
2,120,00:10:37,"sorry, but would you mind lending me some butchering tools?"
2,121,00:10:42,"a knife, or even just stone tools, if that's all we have."
2,122,00:10:47,you're gonna eat the lion?
2,123,00:10:48,you can eat lion?
2,124,00:10:51,it's not poisonous.
2,125,00:10:53,"although it is tough and reeks of ammonia, not to mention it tastes horrible."
2,126,00:10:57,"you've had it before, senku?!"
2,127,00:10:59,when i went to africa to research ebola.
2,128,00:11:02,what kind of high schooler are you?!
2,129,00:11:05,"though it was in self-defense, i did kill it with my own hands."
2,130,00:11:10,yes...
2,131,00:11:12,i want to give thanks to the circle of life by putting all of it to use.
2,132,00:11:18,that's all.
2,133,00:11:22,he's great!
2,134,00:11:24,"aren't you glad, senku?"
2,135,00:11:25,he's no evil bureaucrat!
2,136,00:11:27,he's a super good guy!
2,137,00:11:32,i hope so.
2,138,00:11:35,"well, i don't have even a millimeter of interest in stuff like gratitude,"
2,139,00:11:39,but i absolutely agree with not wasting meat.
2,140,00:11:59,the two of you built this?
2,141,00:12:03,yeah.
2,142,00:12:05,"hang on for a little longer, yuzuriha."
2,143,00:12:08,we'll save you as soon as we have enough of that miracle water...
2,144,00:12:10,the something-or-other acid.
2,145,00:12:18,{\an8}laboratory
2,146,00:12:19,laboratory?
2,147,00:12:22,i'm shishio tsukasa.
2,148,00:12:25,you can call me tsukasa.
2,149,00:12:28,"last names don't really mean much in this world, do they?"
2,150,00:12:31,"i'm senku, the sane one who's in charge of science."
2,151,00:12:35,"that's taiju, the simple one who's in charge of heavy lifting."
2,152,00:12:37,"i'm taiju, the simple one."
2,153,00:12:40,nice to meet you.
2,154,00:12:41,"if you need any thinking done, ask senku."
2,155,00:12:44,what do you usually have to eat?
2,156,00:12:46,"mainly wild greens and mushrooms,"
2,157,00:12:49,"and the occasional rabbit for meat, when we can catch one."
2,158,00:12:51,all i ever dream about lately is eating meat until my belly's about to explode!
2,159,00:12:57,"well, you won't be living like that..."
2,160,00:13:02,any longer.
2,161,00:13:35,i'll be in charge of fighting and hunting.
2,162,00:13:40,this is awesome!
2,163,00:13:43,"now that i'm on your side, you'll never have any shortage of prey again."
2,164,00:13:52,i see.
2,165,00:13:54,"so if you cook it immediately, you don't need a fridge to keep it from going bad."
2,166,00:13:58,i'm not cooking it.
2,167,00:14:00,i'm using the aldehydes in the smoke to kill the microbes.
2,168,00:14:04,"to put it simply enough for you to understand, i'm smoking it."
2,169,00:14:09,"if senku and i work together, we'll have plenty of preserved food."
2,170,00:14:15,now we can finally take the first step toward civilization.
2,171,00:14:18,we were still at step zero?!
2,172,00:14:24,"hey, tsukasa, what's wrong?"
2,173,00:14:43,sorry for startling you.
2,174,00:14:47,this person was buried under the rock.
2,175,00:14:50,he really is a good guy!
2,176,00:14:54,"he's a superhero at this point, huh?"
2,177,00:15:01,"man, i'm full."
2,178,00:15:05,time for a fun quiz.
2,179,00:15:09,what's the most important thing we need for a technological civilization?
2,180,00:15:14,ten billion points for the correct answer.
2,181,00:15:18,technological civilization?
2,182,00:15:20,the most important thing we need?
2,183,00:15:24,smartphones!
2,184,00:15:26,"sure, smartphones!"
2,185,00:15:27,"smartphones would be nice to have, huh?"
2,186,00:15:30,how many tens of billions of years ahead are you?!
2,187,00:15:33,steel?
2,188,00:15:35,"steel, too, but that's later."
2,189,00:15:38,there's something more useful.
2,190,00:15:41,calcium carbonate.
2,191,00:15:43,of course!
2,192,00:15:44,"as always, i'm totally clueless!"
2,193,00:15:46,"ah, you mean lime."
2,194,00:15:48,yeah.
2,195,00:15:49,that's putting it in terms that a simple mind can understand.
2,196,00:15:53,the stuff they use to chalk athletic fields.
2,197,00:15:56,so we're going to be looking for a gym storage room
2,198,00:15:59,to get something-or-other carbonate?!
2,199,00:16:01,"yeah, that's it. a gym storage room."
2,200,00:16:04,"if only there were any still around 3,700 years later!"
2,201,00:16:13,"you know the shells that have been so useful for trimming your beard, big oaf?"
2,202,00:16:20,"pulverize them into powder, and you have that something-or-other carbonate stuff."
2,203,00:16:27,all right!
2,204,00:16:28,"brawn duty, here i come!"
2,205,00:16:38,nothing's as exhilarating as calcium carbonate.
2,206,00:16:42,there are four insanely useful ways to use it.
2,207,00:16:46,"first, agriculture."
2,208,00:16:48,we use it to blow away all the hydrogen ions.
2,209,00:16:51,"in other words, it upgrades the soil."
2,210,00:16:54,"second, construction."
2,211,00:16:56,"cook it together with sand, and you have mortar."
2,212,00:17:00,mortar is basic cement.
2,213,00:17:03,we can build huge furnaces and houses.
2,214,00:17:05,"third, soap."
2,215,00:17:08,"gather sodium carbonate from seaweed,"
2,216,00:17:11,"mix it with oil, and the reaction creates soap."
2,217,00:17:15,getting sick means game over in this world.
2,218,00:17:18,this little chunk that keeps germs off of us
2,219,00:17:21,is our stone of life in a world with no doctors.
2,220,00:17:24,it's our doctor stone.
2,221,00:17:28,"senku, you're an amazing man."
2,222,00:17:33,"in the moment after i revived, too,"
2,223,00:17:36,you communicated the situation quickly and calmly.
2,224,00:17:39,i've never seen anyone as clever as you.
2,225,00:17:42,"i admire you, truly."
2,226,00:17:49,a man who praises a man to his face is full of ulterior motives.
2,227,00:17:55,it's been that way for ten billion years.
2,228,00:17:59,what's your point?
2,229,00:18:02,"oh, dear."
2,230,00:18:04,i really didn't mean anything by it.
2,231,00:18:07,i have a feeling you might be able to build modern civilization from scratch.
2,232,00:18:13,yes.
2,233,00:18:14,that's all i wanted to say.
2,234,00:18:18,whew!
2,235,00:18:20,"so this is how you build civilization, huh?"
2,236,00:18:25,"yeah, one step at a time."
2,237,00:18:28,we're slowly but surely approaching modern civilization.
2,238,00:18:32,"so, what's the fourth thing?"
2,239,00:18:35,you said there were four handy uses for seashells.
2,240,00:18:41,"no, three."
2,241,00:18:43,didn't i say three?
2,242,00:18:45,huh? did you?
2,243,00:18:47,"man, even my memory is screwy!"
2,244,00:19:14,shells! shells! shells! shells! shells! shells! shells! shells! shells! shells!
2,245,00:19:25,we're free in this stone world.
2,246,00:19:29,shells never belonged to anyone.
2,247,00:19:34,"the same goes for the sea, and the land."
2,248,00:19:41,there was once a poor boy who tried to make
2,249,00:19:45,"a necklace out of seashells for his younger sister, who was undergoing surgery."
2,250,00:19:51,his sister loved the little mermaid.
2,251,00:19:56,"but then, a middle-aged man who owned the fishing rights to that spot arrived..."
2,252,00:20:02,"and with him, the stench of liquor."
2,253,00:20:08,"the boy who was collecting shells... or rather,"
2,254,00:20:12,"according to the man, the boy who was stealing shells,"
2,255,00:20:16,was beaten so badly that his face was unrecognizable.
2,256,00:20:19,he was never able to help his sister be like the little mermaid.
2,257,00:20:37,"you do know what you're doing, don't you, tsukasa?"
2,258,00:20:42,you just killed a man.
2,259,00:20:46,"i know that, of course."
2,260,00:20:49,"senku, do you intend to bring back everyone, including the grown-ups"
2,261,00:20:54,whose hearts are tainted?
2,262,00:20:56,"sure, they'll be grateful to you at first."
2,263,00:21:01,"but as soon as civilization returns, the rich and powerful seniors will say,"
2,264,00:21:07,"""that used to be my land."" ""pay your rent."" ""pay your taxes."""
2,265,00:21:13,they'll rob the poor youth of our future again.
2,266,00:21:18,we must not bring that world back.
2,267,00:21:24,this is a stone world.
2,268,00:21:26,an untainted paradise.
2,269,00:21:29,we'll revive only the pure-hearted youth
2,270,00:21:33,and live in a natural world owned by no one.
2,271,00:21:38,it's a chance to purify humanity.
2,272,00:21:41,"don't you agree, senku?"
2,273,00:21:54,not at all.
2,274,00:21:56,not even a millimeter.
2,275,00:21:58,i'm a technology-loving boy who gets excited over
2,276,00:22:03,mechs and space and doraemon and stuff like that.
2,277,00:22:08,i'm going to use the power of science to rescue every single person.
2,278,00:23:58,{\an8}next episode
